model,use_rag,scope,label,f1,precision,recall,BLEU,ROUGE1_F1,ROUGEL_F1,BERTScore_F1
qwen3-coder:30b,True,subcategory,false positive,0.0,0.0,0.0,0.002396196914714807,0.0814333157429606,0.05590140084934357,0.8137186765670776
qwen3-coder:30b,True,subcategory,functional,0.0,0.0,0.0,0.003576978651957537,0.1342192513368984,0.09444919786096256,0.8264800906181335
qwen3-coder:30b,True,subcategory,interface,0.0,0.0,0.0,0.0031459239412648604,0.1544714498365535,0.09168171364283237,0.8256460428237915
qwen3-coder:30b,True,subcategory,logical,0.0,0.0,0.0,0.003871986832752012,0.17400992986243813,0.10130903464420185,0.8237978219985962
qwen3-coder:30b,True,subcategory,praise,0.0,0.0,0.0,0.0016031968065412495,0.05662081052057882,0.04261651739769655,0.789668083190918
qwen3-coder:30b,True,subcategory,question,0.0,0.0,0.0,0.0023476971160498483,0.09498344198159081,0.06388394998050409,0.8112557530403137
qwen3-coder:30b,True,subcategory,resource,0.0,0.0,0.0,0.004002561332160844,0.14011180229667625,0.09798974135108589,0.8350895643234253
qwen3-coder:30b,True,subcategory,solution approach,0.0,0.0,0.0,0.00428521743521781,0.16562582664961928,0.0995765922172372,0.819293737411499
qwen3-coder:30b,True,subcategory,support issues,0.0,0.0,0.0,0.0025487522873745756,0.10835942877221284,0.06819949631510396,0.806049644947052
qwen3-coder:30b,True,subcategory,timing,0.0,0.0,0.0,0.007697830637105811,0.19940587580539942,0.12106648232389405,0.8068510293960571
qwen3-coder:30b,True,subcategory,validation,0.0,0.0,0.0,0.0045387329317506725,0.16182578709419618,0.10191122014756414,0.8206177949905396
qwen3-coder:30b,True,subcategory,variable naming,0.0,0.0,0.0,0.0041226000411971,0.12235946800828416,0.0849312112130796,0.8166091442108154
qwen3-coder:30b,True,subcategory,visual representation,0.0,0.0,0.0,0.002247662135589067,0.0692283742385028,0.04705968708088385,0.8058004975318909
qwen3-coder:30b,True,category,discussion,0.0,0.0,0.0,0.0022379234780677383,0.08880286017470704,0.06063544109072842,0.8089960813522339
qwen3-coder:30b,True,category,documentation,0.0,0.0,0.0,0.0033267145583351157,0.1301489783950165,0.08695953553519152,0.8145627975463867
qwen3-coder:30b,True,category,false positive,0.0,0.0,0.0,0.002396196914714807,0.0814333157429606,0.05590140084934357,0.8137186765670776
qwen3-coder:30b,True,category,functional,0.0,0.0,0.0,0.004193433178469102,0.15395267769344323,0.096609541892605,0.8208246827125549
qwen3-coder:30b,True,category,refactoring,0.0,0.0,0.0,0.004255415971703414,0.14802421158532547,0.09712626800455515,0.8201286792755127
qwen3-coder:30b,False,overall,ALL,0.0,0.0,0.0,0.004081270537863603,0.13406095489608752,0.08585116733546447,0.8171787261962891
qwen3-coder:30b,False,subcategory,** 'logical',0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** **code organization**,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** **design discussion**,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** **documentation**,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** **functional**,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** **logical**,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** **resource**,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** **solution approach**,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** **support issues**,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** **timing**,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** **validation**,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** **variable naming**,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** code organization,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** design discussion,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** documentation,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** functional,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** interface,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** logical,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** performance,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** resource,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** solution approach,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** support issues,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** validation,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,** visual representation,0.0,0.0,0.0,,,,
qwen3-coder:30b,False,subcategory,alternate output,0.0,0.0,0.0,0.00412167976956142,0.149009584525154,0.1023317353260927,0.8495820760726929
qwen3-coder:30b,False,subcategory,code organization,0.0,0.0,0.0,0.005785738358563362,0.19907893311038968,0.13387973923036345,0.826034426689148
qwen3-coder:30b,False,subcategory,design discussion,0.0,0.0,0.0,0.004025334193868754,0.11793741922386232,0.08890829584197872,0.8321101069450378
qwen3-coder:30b,False,subcategory,documentation,0.0,0.0,0.0,0.005204333372166384,0.12447619243103658,0.0787146605617502,0.8149828910827637
qwen3-coder:30b,False,subcategory,false positive,0.0,0.0,0.0,0.002494680117297058,0.07375060778431931,0.04990954818167031,0.8157113790512085
qwen3-coder:30b,False,subcategory,functional,0.0,0.0,0.0,0.004337919521992259,0.13689916632240604,0.10204364877693624,0.8275567889213562
qwen3-coder:30b,False,subcategory,interface,0.0,0.0,0.0,0.003641398569664595,0.15609901473570634,0.09717885484911636,0.8266037106513977
qwen3-coder:30b,False,subcategory,logical,0.0,0.0,0.0,0.0039037843081171203,0.17827927798313398,0.09863612391987188,0.8232834935188293
qwen3-coder:30b,False,subcategory,praise,0.0,0.0,0.0,0.001365129566026107,0.054387103513139905,0.04147355143495025,0.7893958687782288
qwen3-coder:30b,False,subcategory,question,0.0,0.0,0.0,0.0026347392572658944,0.09476523052587338,0.06593011417596167,0.8108606338500977
qwen3-coder:30b,False,subcategory,resource,0.0,0.0,0.0,0.0036015664906323824,0.12485321058613912,0.08555263207244446,0.8351072072982788
qwen3-coder:30b,False,subcategory,solution approach,0.0,0.0,0.0,0.005463278391224047,0.17563166429254892,0.09732729200863392,0.8182138204574585
qwen3-coder:30b,False,subcategory,support issues,0.0,0.0,0.0,0.002882014677929788,0.1059663212827018,0.07189264642437247,0.8042237162590027
qwen3-coder:30b,False,subcategory,timing,0.0,0.0,0.0,0.009102285283393111,0.21152031205586583,0.1229661482807393,0.8134407997131348
qwen3-coder:30b,False,subcategory,validation,0.0,0.0,0.0,0.003408149829930293,0.16585298943185994,0.0988558838881137,0.8231220245361328
qwen3-coder:30b,False,subcategory,variable naming,0.0,0.0,0.0,0.004215601352941424,0.13328697848773657,0.09215208598762871,0.8169390559196472
qwen3-coder:30b,False,subcategory,visual representation,0.0,0.0,0.0,0.0028677658702732645,0.06728647025441328,0.0485627188295773,0.8095483183860779
qwen3-coder:30b,False,category,discussion,0.0,0.0,0.0,0.002530625609413663,0.08911474413787088,0.06350135306197975,0.8088492751121521
qwen3-coder:30b,False,category,documentation,0.0,0.0,0.0,0.005204333372166384,0.12447619243103658,0.0787146605617502,0.8149828910827637
qwen3-coder:30b,False,category,false positive,0.0,0.0,0.0,0.002494680117297058,0.07375060778431931,0.04990954818167031,0.8157113790512085
qwen3-coder:30b,False,category,functional,0.0,0.0,0.0,0.004215062411308268,0.1569341558909441,0.09688080267977826,0.82160484790802
qwen3-coder:30b,False,category,refactoring,0.0,0.0,0.0,0.0047720404967163356,0.15566835210943197,0.09783202997701922,0.8206135630607605
mistral:7b-instruct,True,overall,ALL,0.0,0.0,0.0,0.0038582579088980522,0.1356270416621133,0.08578861613144351,0.8194882273674011
mistral:7b-instruct,True,subcategory,**,0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** 'code organization',0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** 'code organization' or 'variable naming' (depending on whether you focus on the action of adding the variable or the choice of naming),0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** 'documentation', 'design discussion'",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** 'functional' (as the comments pertain to functional testing and ensuring the correct behavior of the `super_len` function),0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** 'functional' (as this comment relates to changes in functionality and behavior of the codebase),0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** 'functional' (since new functionality has been introduced),0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** 'functional' (since this comment pertains to the functionality of the code),0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** 'functional' (since this concerns the functionality of the code),0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** 'functional' (this review focuses on the functionality of the code.),0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** 'functional', 'documentation'",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** 'interface' and 'documentation',0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** 'validation',0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** [functional, solution approach, documentation, code organization, validation]",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** code organization,0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** code organization, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** code organization, documentation, interface",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** code organization, functional",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** code organization, solution approach",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** code organization, support issues",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** code organization, validation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** code organization, variable naming",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** code organization, variable naming, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** code organization, variable naming, documentation, design discussion",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** code organization, variable naming, interface",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** design discussion,0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** documentation,0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** documentation, code organization",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** documentation, code organization, interface",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** documentation, code organization, validation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** documentation, code organization, variable naming, visual representation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** documentation, design discussion",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** documentation, functional",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** documentation, functionality, code organization, variable naming",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** documentation, interface",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** documentation, interface, code organization",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** documentation, interface, design discussion",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** documentation, solution approach, functional",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** documentation, solution approach, interface",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** documentation, validation, code organization",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** documentation, variable naming",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** functional,0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** functional (since this review comment pertains to function behavior),0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** functional, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** functional, logical, validation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** functional, validation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** functional, validation, code organization, visual representation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** interface,0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** interface (as the changes are related to the method's interface) and design discussion (since the code modification affects the design of the `in_bulk()` method),0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** interface, code organization",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** interface, validation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** interface, variable naming, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** logical,0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** logical, solution approach, validation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** resource,0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** resource (handling missing resources gracefully),0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** solution approach,0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** solution approach, code organization",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** solution approach, code organization, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** solution approach, code organization, interface",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** solution approach, documentation, interface",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** solution approach, interface, resource",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** solution approach, variable naming, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** support issues,0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** timing,0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** validation,0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** validation, solution approach, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,** variable naming,0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** variable naming, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** variable naming, documentation, code organization",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,"** variable naming, documentation, resource, error handling, timing",0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,alternate output,0.0,0.0,0.0,0.006536180404521347,0.17263148199318412,0.12297780233950446,0.862459659576416
mistral:7b-instruct,True,subcategory,code organization,0.0,0.0,0.0,0.004365741100932496,0.18306094409506052,0.12617678771532242,0.8238145709037781
mistral:7b-instruct,True,subcategory,design discussion,0.0,0.0,0.0,0.004126686992131432,0.12808810111097685,0.08796741894698705,0.8432831168174744
mistral:7b-instruct,True,subcategory,documentation,0.0,0.0,0.0,0.003549126506186147,0.1176747469624957,0.07200531494526251,0.8162081241607666
mistral:7b-instruct,True,subcategory,false positive,0.0,0.0,0.0,0.001630075118989504,0.06121044391864303,0.04014840208063123,0.8166592717170715
mistral:7b-instruct,True,subcategory,functional,0.0,0.0,0.0,0.004602039188692587,0.1493024243142095,0.09655839764104812,0.8247691988945007
mistral:7b-instruct,True,subcategory,interface,0.0,0.0,0.0,0.003310903779656918,0.14194583854875936,0.09264204108040491,0.821079432964325
mistral:7b-instruct,True,subcategory,logical,0.0,0.0,0.0,0.004091410539486526,0.17840626086688433,0.10151007183950571,0.8259992599487305
mistral:7b-instruct,True,subcategory,praise,0.0,0.0,0.0,0.0011058013846054074,0.039149653498505126,0.029692122086300198,0.7979512810707092
mistral:7b-instruct,True,subcategory,question,0.0,0.0,0.0,0.002712793135018811,0.10072768214808567,0.06770598324672754,0.8129817247390747
mistral:7b-instruct,True,subcategory,resource,0.0,0.0,0.0,0.0052588567054939125,0.13090995675433453,0.08645258360056537,0.8431363105773926
mistral:7b-instruct,True,subcategory,solution approach,0.0,0.0,0.0,0.005880762581137024,0.1857245909955849,0.11132704747829632,0.8235663175582886
mistral:7b-instruct,True,subcategory,support issues,0.0,0.0,0.0,0.0026559094590714975,0.12695113517803813,0.08656382545400126,0.8111298680305481
mistral:7b-instruct,True,subcategory,timing,0.0,0.0,0.0,0.010419724887942182,0.19331091241605952,0.10664704687485063,0.8062178492546082
mistral:7b-instruct,True,subcategory,unknown,0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,validation,0.0,0.0,0.0,0.0037021738324188426,0.17676420797734274,0.09865528401552474,0.8221116662025452
mistral:7b-instruct,True,subcategory,validation),0.0,0.0,0.0,,,,
mistral:7b-instruct,True,subcategory,variable naming,0.0,0.0,0.0,0.0029668570473549423,0.13022934518131826,0.08495703131496017,0.8164567351341248
mistral:7b-instruct,True,subcategory,visual representation,0.0,0.0,0.0,0.002719540129086294,0.08081465079526243,0.04994738132769998,0.8124829530715942
mistral:7b-instruct,True,category,discussion,0.0,0.0,0.0,0.002542542281095261,0.09122405619682568,0.062213689569632295,0.8132867217063904
mistral:7b-instruct,True,category,documentation,0.0,0.0,0.0,0.003549126506186147,0.1176747469624957,0.07200531494526251,0.8162081241607666
mistral:7b-instruct,True,category,false positive,0.0,0.0,0.0,0.001630075118989504,0.06121044391864303,0.04014840208063123,0.8166592717170715
mistral:7b-instruct,True,category,functional,0.0,0.0,0.0,0.004595305190784869,0.15894535924465505,0.09583150592739427,0.8222252130508423
mistral:7b-instruct,True,category,refactoring,0.0,0.0,0.0,0.004486309663917557,0.1598506535371921,0.10162078093218965,0.8229513764381409
mistral:7b-instruct,False,overall,ALL,0.0,0.0,0.0,0.004599382947681775,0.13695482566492148,0.08783997864711605,0.8171951174736023
mistral:7b-instruct,False,subcategory,** 'code organization',0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** 'functional' (as the code is mostly about the functionality of the function being implemented),0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** 'functional' (as the review comment focuses on the functionality of the new test function and its execution),0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** 'resource' (because this review comment involves managing dependencies and resource usage),0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** 'validation',0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** ['logical', 'validation', 'code organization', 'variable naming', 'documentation']",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** [testing, interface, resource]",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** code organization,0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, design discussion",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, documentation, solution approach",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, interface",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, interface, solution approach, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, logical",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, resource, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, validation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, variable naming",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, variable naming, design discussion",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, variable naming, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, variable naming, documentation, design discussion",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, variable naming, documentation, design discussion, question",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, variable naming, functional",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** code organization, visual representation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** design discussion, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** documentation,0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** documentation, code organization",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** documentation, code organization, interface, validation, design discussion",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** documentation, code organization, variable naming",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** documentation, code organization, visual representation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** documentation, design discussion",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** documentation, interface",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** documentation, interface, code organization",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** documentation, interface, code organization, solution approach",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** documentation, interface, solution approach",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** documentation, interface, validation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** documentation, variable naming",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** documentation, variable naming, code organization",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** functional,0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** functional, code organization, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** functional, documentation, code organization, variable naming",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** functional, logical, resource, support issues, code organization, variable naming, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** functional, resource, timing, error handling, interface, design discussion",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** functional, validation, interface",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** functional, variable naming, code organization, visual representation, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** interface,0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** interface, code organization, logical",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** interface, design discussion",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** interface, solution approach",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** logical,0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** logical (since the added function addresses a logical aspect of the code),0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** logical validation,0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** logical, documentation, solution approach",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** logical, validation, code organization, variable naming, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** logical, validation, interface, solution approach",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** resource,0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** resource (since the issue is related to formatting),0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** resource, functional",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** solution approach,0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** solution approach, alternate output",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** solution approach, code organization",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** solution approach, code organization, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** solution approach, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** solution approach, variable naming, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** support issues, documentation",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** timing, resource",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** validation,0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** validation, documentation, coding style",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,** variable naming,0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,"** variable naming, code organization",0.0,0.0,0.0,,,,
mistral:7b-instruct,False,subcategory,alternate output,0.0,0.0,0.0,0.007250171092543526,0.18633743260608931,0.11525331495480748,0.8538403511047363
mistral:7b-instruct,False,subcategory,code organization,0.0,0.0,0.0,0.008664628164468056,0.18877441735988051,0.12228624121198275,0.823076605796814
mistral:7b-instruct,False,subcategory,design discussion,0.0,0.0,0.0,0.0043844801285496,0.13736394181123177,0.0930409650996762,0.8444262146949768
mistral:7b-instruct,False,subcategory,documentation,0.0,0.0,0.0,0.005240143103656068,0.11879226698734034,0.07640036639590655,0.8137218356132507
mistral:7b-instruct,False,subcategory,false positive,0.0,0.0,0.0,0.00230970936419821,0.05782011892196426,0.04175388265958192,0.8159332275390625
mistral:7b-instruct,False,subcategory,functional,0.0,0.0,0.0,0.0035763403286021753,0.13277641788218977,0.08939438074567292,0.8234472274780273
mistral:7b-instruct,False,subcategory,interface,0.0,0.0,0.0,0.0035135558393894852,0.14676506274859763,0.09229613958213034,0.8169719576835632
mistral:7b-instruct,False,subcategory,logical,0.0,0.0,0.0,0.0048238003836743445,0.18463018082200117,0.11735611057628444,0.8200749158859253
mistral:7b-instruct,False,subcategory,praise,0.0,0.0,0.0,0.0017357154739428482,0.05517452223351759,0.04716994870020331,0.7950645089149475
mistral:7b-instruct,False,subcategory,question,0.0,0.0,0.0,0.0029843456537157506,0.10660521779915573,0.06875391208437294,0.8118885159492493
mistral:7b-instruct,False,subcategory,resource,0.0,0.0,0.0,0.00663978393812182,0.169310445941462,0.11519739346611005,0.840279221534729
mistral:7b-instruct,False,subcategory,solution approach,0.0,0.0,0.0,0.0057291895108730765,0.17567524608325344,0.10761189087302969,0.820388913154602
mistral:7b-instruct,False,subcategory,support issues,0.0,0.0,0.0,0.003626235566294354,0.11847225719414073,0.08360266630184647,0.8115968704223633
mistral:7b-instruct,False,subcategory,timing,0.0,0.0,0.0,0.01103896932100209,0.22296512087653958,0.12139350822900108,0.8100513219833374
mistral:7b-instruct,False,subcategory,validation,0.0,0.0,0.0,0.0034858200477119665,0.16025029751410452,0.09459906829055337,0.8174946308135986
mistral:7b-instruct,False,subcategory,variable naming,0.0,0.0,0.0,0.003158000068181484,0.12767560146785034,0.08995017934338513,0.8148709535598755
mistral:7b-instruct,False,subcategory,visual representation,0.0,0.0,0.0,0.002309115998407437,0.07623413437641055,0.047132010215405376,0.8090960383415222
mistral:7b-instruct,False,category,discussion,0.0,0.0,0.0,0.0028855655587435502,0.09954623062971937,0.06705574024855726,0.8120766282081604
mistral:7b-instruct,False,category,documentation,0.0,0.0,0.0,0.005240143103656068,0.11879226698734034,0.07640036639590655,0.8137218356132507
mistral:7b-instruct,False,category,false positive,0.0,0.0,0.0,0.00230970936419821,0.05782011892196426,0.04175388265958192,0.8159332275390625
mistral:7b-instruct,False,category,functional,0.0,0.0,0.0,0.004852351340890892,0.1617008090698394,0.10269405174550798,0.8192002773284912
mistral:7b-instruct,False,category,refactoring,0.0,0.0,0.0,0.005503762037160861,0.1561731578510137,0.09837124522532174,0.8203595280647278
deepseek-coder-33b,True,overall,ALL,0.0,0.0,0.0,0.0017340466483698814,0.010264372454364892,0.009833304971754737,0.7389867305755615
deepseek-coder-33b,True,subcategory,alternate output,0.0,0.0,0.0,0.0021582121578455535,0.009251559251559252,0.009251559251559252,0.7516319155693054
deepseek-coder-33b,True,subcategory,code organization,0.0,0.0,0.0,0.00688609985297908,0.026813081501654366,0.025531030219603085,0.7421010732650757
deepseek-coder-33b,True,subcategory,design discussion,0.0,0.0,0.0,0.0,0.0,0.0,0.740912139415741
